5000,1.11779
5100,1.17705
5200,1.50076
5300,1.19347
5400,0.991675
5500,1.21311
5600,1.14572
5700,1.53158
5800,1.14951
5900,0.962201
6000,1.21557
6100,1.15685
6200,1.51684
6300,1.07848
6400,0.925993
6500,1.16972
6600,1.14801
6700,1.50255
6800,1.08022
6900,0.905532
7000,1.12792
7100,1.13433
7200,1.49076
7300,1.03898
7400,0.891213
7500,1.12062
7600,1.12311
7700,1.40887
7800,1.05829
7900,0.93968
8000,1.1146
8100,1.09969
8200,1.37287
8300,0.993314
8400,0.873065
8500,1.06294
8600,1.11419
8700,1.34366
8800,1.01795
8900,0.858547
9000,1.02507
9100,1.1017
9200,1.31191
9300,0.961565
9400,0.79655
9500,0.980911
9600,1.00529
9700,1.23568
9800,0.943451
9900,0.841474
10000,0.949747
16000,0.740054
16100,0.696258
16200,0.80975
16300,0.674344
16400,0.539237
16500,0.69816
16600,0.661592
16700,0.791507
16800,0.656894
16900,0.539678
17000,0.690666
17100,0.655516
17200,0.768568
17300,0.645736
17400,0.531709
17500,0.686159
17600,0.652222
17700,0.761138
17800,0.641079
17900,0.527069
18000,0.679357
18100,0.649118
18200,0.753362
18300,0.635336
18400,0.521944
18500,0.671769
18600,0.648655
18700,0.7456
18800,0.62996
18900,0.518672
19000,0.664707
19100,0.643727
19200,0.735923
19300,0.624595
19400,0.51259
19500,0.661672
19600,0.639847
19700,0.729823
19800,0.621709
19900,0.502745
20000,0.655291
